index,parent_smiles,parent_name,child_name,child_smiles,sampled_molecules,log_lhs
0,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Apixaban,['M2'],['NC(=O)c1nn(-c2ccc(O)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O'],"['NC(=O)c1nn(-c2ccc(O)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O', 'COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCC(O)CC4=O)cc2)CC3)cc1', 'COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4O)cc2)CC3)cc1', 'COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(NC4CCCCC4=O)cc2)CC3)cc1']","[-2.6841974258, -4.2462077141, -5.0999083519, -5.8958916664]"
0,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"['5-hydroxy-lenalidomide', 'N-acetyl-lenalidomide']","['Nc1c(O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O', 'CC(=O)Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O']","['Nc1cccc2c1CN(C1CCC(O)=NC1=O)C2=O', 'Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O', 'NC(=O)c1cccc2c1CN(C1CCC(=O)NC1=O)C2=O', 'Nc1c(O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O', 'Nc1cccc2c1C(=O)N(C1CCC(O)=NC1=O)C2=O', 'Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2', 'Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2O', 'Nc1cccc2c1C(=O)N(C1CCC(O)=NC1=O)C2', 'Nc1cccc2c1CN(C1(O)CCC(=O)N1)C2=O']","[-2.8185052872, -2.956827879, -3.9331524372, -4.2550420761, -4.2863397598, -4.7122731209, -5.3704175949, -5.3979759216, -5.6502809525]"
0,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,Rivaroxaban,"['M-2', 'M-5', 'M-6', 'M-7', 'M-12', 'M-13', 'M-15', 'M-9', 'M-8', 'M-3']","['O=C(NCC1CN(c2ccc(N3CCOC(O)C3=O)cc2)C(=O)O1)c1ccc(Cl)s1', 'O=C(NCC1CN(c2ccc(N(CCO)C(=O)CO)cc2)C(=O)O1)c1ccc(Cl)s1', 'O=C(NCC1CN(c2ccc(NCCO)cc2)C(=O)O1)c1ccc(Cl)s1', 'O=C(O)COCCNc1ccc(N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O)cc1', 'O=C(CNC(=O)c1ccc(Cl)s1)CNc1ccc(N2CCOCC2=O)cc1', 'O=C(O)c1ccc(Cl)s1', 'NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1', 'O=C(NCC1OC(=O)N(c2ccc(N3CCOCC3=O)cc2)C1O)c1ccc(Cl)s1', 'O=C(NCC1CN(c2ccc(N3C(=O)COCC3O)cc2)C(=O)O1)c1ccc(Cl)s1', 'O=C(NCC1CN(c2ccc(N3CC(O)OCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1']","['N#Cc1ccc(C(=O)NCC2CN(c3ccc(N4CCOCC4=O)cc3)C(=O)O2)s1', 'O=C(NCC1CN(c2ccc(N3CCOC3=O)cc2)C(=O)O1)c1ccc(Cl)s1', 'NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1', 'N#Cc1ccc(Cl)s1', 'N#Cc1ccc(N2CCOCC2=O)cc1', 'O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(O)s1', 'O=C(NCC1CN(c2ccc(N3C(=O)COC3=O)cc2)C(=O)O1)c1ccc(Cl)s1']","[-4.4670257568, -4.5085258484, -4.7763290405, -4.8777289391, -4.9446973801, -5.0505366325, -6.1564912796]"
0,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,Ibrutinib,"['M26', 'M37']","['Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1', 'Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)C(O)CO)C1']","['Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCNC1', 'Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CO)C1', 'Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)C2OC(C(=O)O)C(O)C(O)C2O)C1', 'Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)C2CC(O)C(O)C(O)O2)C1']","[-2.2009513378, -4.5949850082, -5.5392565727, -7.1002225876]"
0,CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,Cobicistat,"['M2', 'M9', 'M3']","['CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(N)Cc2ccccc2)Cc2ccccc2)cs1', 'CNC(=O)NC(CCN1CCOCC1)C(=O)NC(CCC(Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1', 'CC(C)c1nc(CN(C)C(=O)NC(CCNCCO)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1']","['CC(C)c1nc(CN(C)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)C(=O)NC(CCN2CCOCC2)C(=O)O)cs1', 'CC(C)c1nc(CN2CCOCC2)cs1', 'CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)C(=O)O)cs1', 'CC(C)c1nc(CNC(=O)C(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)NC(=O)C(CCN2CCOCC2)NC(=O)N(C)Cc2csc(C(C)C)n2)cs1', 'CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2O)cs1', 'CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(O)Cc2ccccc2)Cc2ccccc2)cs1', 'CC(C)c1nc(CC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)NC(=O)C(CCN2CCOCC2)NC(=O)N(C)Cc2csc(C(C)C)n2)cs1']","[-2.4965894222, -3.2931058407, -3.7978315353, -5.0542626381, -5.633708477, -5.8175506592, -5.9995417595]"
0,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,Sitagliptin,"['M1', 'M4', 'M2,M5']","['O=C(CC(Cc1cc(F)c(F)cc1F)NS(=O)(=O)O)N1CCn2c(nnc2C(F)(F)F)C1', 'O=C(NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F)OC1OC(C(=O)O)C(O)C(O)C1O', 'O=C1CC(Cc2cc(F)c(F)cc2F)NC2c3nnc(C(F)(F)F)n3CCN12']","['NCCc1cc(F)c(F)cc1F', 'NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(O)cc1F', 'CC(N)CC(=O)N1CCn2c(nnc2C(F)(F)F)C1', 'NC(CC(=O)O)Cc1cc(F)c(F)cc1F', 'NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1O', 'NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(OS(=O)(=O)O)cc1F', 'NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(O)c(F)c1']","[-1.9202777147, -2.2567129135, -4.1109905243, -4.5871529579, -4.9940395355, -6.6279191971, -6.9135489464]"
0,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,Enzalutamide,"['carboxylic acid metabolite', 'N-desmethyl enzalutamide']","['CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)O)c(F)c1', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(N)=O)c(F)c1']","['CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)O)c(F)c1', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NC2OC(C(=O)O)C(O)C(O)C2O)c(F)c1', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCC(=O)O)c(F)c1', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(N)=O)c(F)c1', 'CNC(=O)c1ccc(N2C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C2=S)cc1F', 'CC1(C)C(=O)N(c2ccc(C(=O)NCC(=O)O)c(F)c2)C(=S)N1c1ccc(C#N)c(C(F)(F)F)c1', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCO)c(F)c1', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NC2OC(C(=O)O)C(O)C2O)c(F)c1', 'CC1(C)C(=O)N(c2ccc(C(=O)O)c(F)c2)C(=S)N1c1ccc(C#N)c(C(F)(F)F)c1', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NC2C(O)C(O)C(O)C2O)c(F)c1', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NS(=O)(=O)O)c(F)c1', 'CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1O', 'CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)N2CC(O)C(O)C2)c(F)c1']","[-2.7241637707, -2.8619568348, -3.0692796707, -4.1883158684, -4.9524493217, -5.0003318787, -5.2843194008, -5.293859005, -5.3464517593, -5.7302427292, -5.7919092178, -5.8562951088, -5.9686050415]"
0,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,Abacavir,"[""5'-carboxylate"", ""5'-glucuronide""]","['Nc1nc(NC2CC2)c2ncn(C3C=CC(C(=O)O)C3)c2n1', 'Nc1nc(NC2CC2)c2ncn(C3C=CC(COC4OC(C(=O)O)C(O)C(O)C4O)C3)c2n1']","['Nc1nc(NC2CC2)c2ncn(C3C=CC(COP(=O)(O)O)C3)c2n1', 'N=c1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2[nH]1', 'N=c1nc(NC2CC2)c2ncn(C3C=CC(CO)C3O)c2[nH]1', 'Nc1nc(NC2CC2)c2nc[nH]c2n1', 'Nc1nc(NC2CC2)c2ncn(C3C=CC(COP(=O)(O)O)C3O)c2n1', 'Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3O)c2n1', 'Nc1nc(NC2CC2)c2ncn(C3C=CC(C(O)P(=O)(O)O)C3)c2n1', 'Nc1nc(NC2CC2)c2ncn(C3C=CC(C(O)CO)C3)c2n1', 'N=c1nc(NC2CC2)c2nc[nH]c2[nH]1', 'N=c1nc(NC2CC2)c2ncn(C3C=CC(COP(=O)(O)O)C3)c2[nH]1', 'N=c1nc(N)c2ncn(C3C=CC(CO)C3)c2[nH]1', 'Nc1nc(NC2CC2)c2ncn(C3C=CC(COC4OC(C(=O)O)C(O)C(O)C4O)C3)c2n1']","[-1.926530838, -2.2093877792, -2.2127010822, -2.9499864578, -2.9868371487, -3.3788638115, -4.388613224, -4.9928245544, -5.1748800278, -5.2480306625, -5.655081749, -6.1829938889]"
0,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,Dolutegravir,"['M2', 'M3']","['CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(OC4OC(C(=O)O)C(O)C(O)C4O)c3C(=O)N12', 'CC1CCOC2Cn3cc(C(=O)NC(O)c4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12']","['CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(OC4OC(C(=O)O)C(O)C(O)C4O)c3C(=O)N12', 'CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(OS(=O)(=O)O)c3C(=O)N12', 'CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(OC4OC(C(=O)O)C(O)C(O)C4O)c3C(=O)N12', 'CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4)c(=O)c(OC4OC(C(=O)O)C(O)C(O)C4O)c3C(=O)N12', 'CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(O)c3C(=O)N12', 'CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(O)c3C(=O)N12', 'CC1C(O)OC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(O)c3C(=O)N21']","[-1.1152948141, -4.5398626328, -5.6120691299, -5.9605603218, -6.1686167717, -7.1735873222, -7.3121433258]"
0,CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,Abiraterone,"['M75', 'M45']","['CC12CCC=CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12', 'CC12CCC(OS(=O)(=O)O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12']","['CC12CCC(OC3OC(C(=O)O)C(O)C(O)C3O)CC1=CCC1C2CCC2(C)C(c3cccnc3)CCC12', 'CC12CCC(OC3OC(C(=O)O)C(O)C(O)C3O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12', 'CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)CCC12', 'CC12CCC(=O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12', 'CC12CCC(=O)C=C1CCC1C2CCC2(C)C(c3cccnc3)=CCC12', 'CC12CCC(=O)CC1=CCC1C2CCC2(C)C(c3cccnc3)CCC12', 'CC12CCC3C4CCC(OC5OC(C(=O)O)C(O)C(O)C5O)CC4=CCC3C1CC=C2c1cccnc1', 'CC12CCC3C4CC=C(c5cccnc5)C4CCC3C1CCC(OC1OC(C(=O)O)C(O)C(O)C1O)C2', 'CC12CCC(=O)C=C1CCC1C2CCC2(C)C(c3cccnc3)CCC12', 'CC12CCC3C(CCC4C3CC=C(c3cccnc3)C3CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC34C)C1CCC2O']","[-1.8300435543, -2.7166848183, -4.3183889389, -4.5406036377, -4.841381073, -5.8068366051, -5.8603982925, -6.2467617989, -6.3397755623, -6.5259199142]"
