parent_smiles,child_smiles,set,tanimoto
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,CC1=C(C)C(=O)C(CCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)=C(C)C1=O,train,0.2666666666666666
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,train,0.82
OC1C(O)C(O)C(O)C(O)C1O,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,train,0.2941176470588235
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CC(O)CC(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,train,0.7692307692307693
O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C(O)CCC(=O)Nc1ccccc1,train,0.6129032258064516
COc1cc2c(cc1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,COc1cc2c(cc1OC1OC(C(=O)O)C(O)C(O)C1O)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,train,0.6571428571428571
COc1cc(CC=O)ccc1O,COc1cc(CCN)ccc1O,train,0.6060606060606061
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,train,0.6666666666666666
CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)CC1,train,0.5964912280701754
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccc(O)cc3C2=O)C(=O)N1,train,0.7105263157894737
CCC1(c2ccccc2)NC(=O)N(C)C1=O,CCC1(c2ccc(O)cc2)N=C(O)N(C)C1=O,train,0.3333333333333333
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,CC(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1,train,0.625
CNCCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CC(O)c2ccccc21,train,0.65
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,C=C1C=C2C=CC3C(CCC4(C)C(C(C)C)CCC34)C2(C)CC1,train,0.5
Nc1nc2ccc(OC(F)(F)F)cc2s1,Nc1nc2ccc(OC(F)(F)F)c(O)c2s1,train,0.4883720930232558
CN(CC=CC#CC(C)(C)CO)Cc1cccc2ccccc12,CC(C)(C#CC=CCNCc1cccc2ccccc12)CO,train,0.6274509803921569
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,NC(Cc1cc(I)c(Oc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(I)c2)c(I)c1)C(=O)O,train,0.5666666666666667
NC(N)=NN=Cc1c(Cl)cccc1Cl,N=C(NO)NN=Cc1c(Cl)cccc1Cl,train,0.4210526315789473
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,Nc1nc(N)c2nc(-c3ccc(O)cc3)c(N)nc2n1,train,0.696969696969697
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1ccc(NC=O)c(C(=O)CCNC(C)=O)c1,train,0.4107142857142857
NNCCc1ccccc1,O=C(O)Cc1ccccc1,train,0.3333333333333333
